brand,form_factor,screen_in,ram_gb,weight_kg,ssd_gb,hdd_gb,storage_total_gb,has_ssd,res_w,res_h,ppi,is_touch,is_ips,is_retina,cpu_brand,cpu_tier,cpu_ghz,gpu_brand,os_group,price_inr,price_usd
Asus,2 in 1 Convertible,13.3,8.0,1.1,256.0,0.0,256.0,1,1920,1080,165.6321180513006,1,0,0,Intel,Core i5,1.6,Intel,Windows,70063.2,844.13
Dell,2 in 1 Convertible,15.6,8.0,1.56,256.0,0.0,256.0,1,1920,1080,141.21199808219862,1,0,0,Intel,Core i7,1.8,Intel,Windows,55890.72,673.38
Toshiba,Notebook,15.6,4.0,2.1,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.2,Intel,Windows,23816.16,286.94
Asus,Notebook,15.6,4.0,2.03,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,AMD,Other,3.0,AMD,Windows,21471.84,258.7
Acer,Notebook,17.3,4.0,3.0,256.0,0.0,256.0,1,1920,1080,127.33567457123111,0,1,0,Intel,Core i5,1.6,Nvidia,Windows,42890.4,516.75
Dell,Notebook,15.6,8.0,2.13,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,1.6,AMD,Windows,38787.84,467.32
Lenovo,Gaming,15.6,16.0,2.5,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,57489.119999999995,692.64
Acer,Notebook,15.6,4.0,2.1,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Celeron,1.1,Intel,Windows,18541.44,223.39
MSI,Gaming,15.6,16.0,2.4,256.0,1000.0,1256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,95850.72,1154.83
Acer,Notebook,15.6,4.0,2.1,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Pentium,1.1,Intel,Windows,19367.812799999996,233.35
Dell,Gaming,15.6,8.0,2.56,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,56502.907199999994,680.76
Acer,Notebook,17.3,8.0,3.0,256.0,0.0,256.0,1,1920,1080,127.33567457123111,0,1,0,Intel,Core i5,1.6,Nvidia,Windows,45501.119999999995,548.21
HP,Notebook,13.3,4.0,1.49,0.0,500.0,500.0,0,1920,1080,165.6321180513006,0,1,0,Intel,Core i5,1.6,Intel,Windows,40173.119999999995,484.01
Huawei,Ultrabook,13.0,8.0,1.05,256.0,0.0,256.0,1,2160,1440,199.69207064108247,0,1,0,Intel,Core i5,2.5,Intel,Windows,71874.72,865.96
HP,Notebook,17.3,6.0,2.71,0.0,2000.0,2000.0,0,1920,1080,127.33567457123111,0,1,0,Intel,Core i5,2.5,AMD,Windows,37242.72,448.71
Lenovo,Notebook,15.6,4.0,2.2,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,AMD,Other,2.9,AMD,No OS,16463.52,198.36
Toshiba,Notebook,15.6,4.0,2.0,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.4,Intel,Windows,26053.92,313.9
HP,Notebook,17.3,8.0,2.5,256.0,0.0,256.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i5,1.6,Nvidia,Windows,49177.439999999995,592.5
Dell,Notebook,15.6,8.0,2.3,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.4,Intel,Windows,24455.52,294.64
Acer,Notebook,15.6,4.0,2.1,128.0,0.0,128.0,1,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.0,Intel,Windows,23922.72,288.23
MSI,Gaming,18.4,32.0,4.4,512.0,1000.0,1512.0,1,1920,1080,119.7232157653423,0,0,0,Intel,Core i7,2.9,Nvidia,Windows,149130.72,1796.76
Lenovo,Notebook,15.6,8.0,1.9,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,AMD,Windows,43316.64,521.89
HP,2 in 1 Convertible,13.3,8.0,1.29,256.0,0.0,256.0,1,3840,2160,331.2642361026012,1,1,0,Intel,Core i5,1.6,Intel,Windows,79866.72,962.25
Dell,Notebook,15.6,16.0,2.02,256.0,2000.0,2256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,1.8,AMD,Linux/Other,55890.72,673.38
Dell,Ultrabook,13.3,8.0,1.23,256.0,0.0,256.0,1,1920,1080,165.6321180513006,0,0,0,Intel,Core i5,1.6,Intel,Windows,74538.72,898.06
Lenovo,2 in 1 Convertible,13.9,16.0,1.4,512.0,0.0,512.0,1,3840,2160,316.96506044349616,1,1,0,Intel,Core i7,1.8,Intel,Windows,98514.72,1186.92
Toshiba,Notebook,15.6,8.0,2.0,128.0,0.0,128.0,1,1366,768,100.45466986113651,0,0,0,Intel,Core i5,2.5,Intel,Windows,42251.04,509.05
Xiaomi,Notebook,15.6,8.0,1.95,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i5,1.6,Nvidia,No OS,63882.72,769.67
Dell,Notebook,17.3,16.0,2.77,512.0,0.0,512.0,1,1920,1080,127.33567457123111,1,0,0,Intel,Core i7,1.8,Nvidia,Windows,82530.72,994.35
Dell,Notebook,15.6,16.0,2.06,512.0,0.0,512.0,1,3840,2160,282.42399616439724,1,0,0,Intel,Core i7,2.8,Nvidia,Windows,127712.16,1538.7
Lenovo,Gaming,15.6,8.0,2.4,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i5,2.5,Nvidia,No OS,41505.119999999995,500.06
Acer,Ultrabook,13.3,8.0,1.12,256.0,0.0,256.0,1,1920,1080,165.6321180513006,0,1,0,Intel,Core i5,1.2,Intel,Windows,52693.92,634.87
Dell,Notebook,17.3,8.0,2.8,128.0,1000.0,1128.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,1.8,AMD,Windows,57808.8,696.49
Lenovo,2 in 1 Convertible,14.0,16.0,1.42,1000.0,0.0,1000.0,1,2560,1440,209.8006828649808,1,0,0,Intel,Core i7,2.7,Intel,Windows,150462.72,1812.8
Vero,Notebook,14.0,4.0,1.3,0.0,0.0,32.0,0,1920,1080,157.3505121487356,0,1,0,Intel,Celeron,1.1,Intel,Windows,13852.8,166.9
Xiaomi,Ultrabook,13.3,8.0,1.3,256.0,0.0,256.0,1,1920,1080,165.6321180513006,0,1,0,Intel,Core i5,2.5,Nvidia,No OS,53274.67199999999,641.86
Lenovo,Notebook,17.3,8.0,2.8,256.0,0.0,256.0,1,1600,900,106.11306214269258,0,0,0,Intel,Core i5,1.6,Nvidia,No OS,37189.439999999995,448.07
Dell,2 in 1 Convertible,13.3,8.0,1.62,0.0,1000.0,1000.0,0,1920,1080,165.6321180513006,1,1,0,Intel,Core i7,1.8,Intel,Windows,44701.92,538.58
HP,Notebook,17.3,8.0,2.5,0.0,1000.0,1000.0,0,1920,1080,127.33567457123111,0,1,0,Intel,Core i5,1.6,Nvidia,Windows,48697.92,586.72
Razer,Gaming,17.3,32.0,3.49,1000.0,0.0,1000.0,1,3840,2160,254.67134914246222,1,0,0,Intel,Core i7,2.9,Nvidia,Windows,324954.72,3915.12
HP,Notebook,13.3,8.0,1.49,512.0,0.0,512.0,1,1920,1080,165.6321180513006,0,0,0,Intel,Core i5,1.6,Intel,Windows,51095.52,615.61
HP,Gaming,17.3,16.0,3.35,256.0,1000.0,1256.0,1,1920,1080,127.33567457123111,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,73473.12,885.22
HP,Notebook,17.3,8.0,2.5,256.0,0.0,256.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,1.8,Nvidia,Windows,55677.6,670.81
Dell,Gaming,15.6,16.0,2.65,512.0,1000.0,1512.0,1,3840,2160,282.42399616439724,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,98301.6,1184.36
Lenovo,Notebook,15.6,4.0,2.1,128.0,0.0,128.0,1,1366,768,100.45466986113651,0,0,0,Intel,Core i5,2.3,Intel,Windows,26267.039999999997,316.47
Acer,Notebook,15.6,8.0,2.23,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.7,Nvidia,Windows,39533.76,476.31
Lenovo,Gaming,15.6,16.0,3.2,512.0,1000.0,1512.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,93186.72,1122.73
Dell,Workstation,15.6,16.0,2.8,256.0,1000.0,1256.0,1,3840,2160,282.42399616439724,0,0,0,Intel,Xeon,3.0,Nvidia,Windows,162770.4,1961.09
Lenovo,Gaming,15.6,16.0,2.4,512.0,0.0,512.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,No OS,74485.44,897.41
Dell,Notebook,15.6,6.0,2.3,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,1,0,0,Intel,Core i3,2.4,Intel,Windows,23389.92,281.81
Dell,Ultrabook,13.3,8.0,1.21,256.0,0.0,256.0,1,3840,2160,331.2642361026012,1,1,0,Intel,Core i7,1.8,Intel,Windows,103842.72,1251.12
Dell,Ultrabook,13.3,8.0,1.2,256.0,0.0,256.0,1,1920,1080,165.6321180513006,0,0,0,Intel,Core i7,1.8,Intel,Windows,77202.72,930.15
Lenovo,Notebook,15.6,8.0,2.2,256.0,0.0,256.0,1,1366,768,100.45466986113651,0,0,0,Intel,Core i5,2.5,Intel,Windows,31808.16,383.23
Acer,Notebook,15.6,8.0,2.4,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Linux/Other,41505.119999999995,500.06
Asus,Gaming,17.3,16.0,2.9,256.0,1000.0,1256.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,74964.95999999999,903.19
HP,Notebook,15.6,4.0,2.1,0.0,500.0,500.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i3,2.0,Intel,No OS,18594.72,224.03
Lenovo,Notebook,15.6,8.0,2.2,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Intel,No OS,29250.72,352.42
Huawei,Ultrabook,13.0,8.0,1.05,512.0,0.0,512.0,1,2160,1440,199.69207064108247,0,1,0,Intel,Core i7,2.7,Intel,Windows,79866.72,962.25
Dell,Ultrabook,13.3,8.0,1.4,256.0,0.0,256.0,1,1920,1080,165.6321180513006,0,1,0,Intel,Core i7,1.8,AMD,Windows,49650.5664,598.2
Lenovo,Notebook,17.3,8.0,2.8,0.0,1000.0,1000.0,0,1600,900,106.11306214269258,0,0,0,Intel,Core i5,2.5,Nvidia,No OS,31381.92,378.1
HP,Notebook,14.0,8.0,1.63,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i7,1.8,Nvidia,Windows,54931.68,661.83
Dell,Ultrabook,14.0,8.0,1.6,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i5,1.6,Intel,Windows,61218.72,737.57
Dell,2 in 1 Convertible,13.3,16.0,1.62,512.0,0.0,512.0,1,1920,1080,165.6321180513006,1,0,0,Intel,Core i7,1.8,Intel,Windows,68145.12,821.03
Dell,Notebook,15.6,8.0,2.2,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,1.6,AMD,Linux/Other,36089.208,434.81
Lenovo,2 in 1 Convertible,14.0,8.0,1.74,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,1,0,Intel,Core i5,1.6,Intel,Windows,47898.72,577.09
Toshiba,Ultrabook,13.3,8.0,1.2,256.0,0.0,256.0,1,1920,1080,165.6321180513006,0,0,0,Intel,Core i7,2.5,Intel,Windows,72620.64,874.95
HP,Notebook,15.6,8.0,2.1,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,1.6,Intel,Windows,42304.32,509.69
Dell,Gaming,17.3,16.0,4.42,256.0,1000.0,1256.0,1,1920,1080,127.33567457123111,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,130873.7952,1576.79
Acer,Notebook,15.6,8.0,2.2,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.7,Nvidia,Windows,44328.96,534.08
Dell,Notebook,15.6,16.0,2.3,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,1,0,0,Intel,Core i7,2.7,AMD,Windows,45768.0528,551.42
Asus,Notebook,15.6,8.0,2.0,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Nvidia,Windows,40972.32,493.64
Asus,Notebook,17.3,8.0,2.69,256.0,500.0,756.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i5,2.5,Nvidia,Windows,47472.48,571.96
HP,Notebook,15.6,8.0,1.9,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.7,AMD,Windows,67612.31999999999,814.61
Asus,Notebook,15.6,4.0,2.37,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.4,Intel,Windows,21258.1872,256.12
HP,Notebook,15.6,4.0,2.1,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,AMD,Other,1.5,AMD,Windows,17582.399999999998,211.84
Lenovo,Gaming,15.6,16.0,3.2,256.0,1000.0,1256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,79866.72,962.25
Dell,Notebook,14.0,8.0,1.6,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i5,2.5,Intel,Windows,45767.52,551.42
Acer,2 in 1 Convertible,13.3,8.0,1.6,256.0,0.0,256.0,1,1920,1080,165.6321180513006,1,1,0,Intel,Core i5,2.3,Intel,Windows,36709.92,442.29
Dell,Notebook,15.6,16.0,2.36,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.7,AMD,Linux/Other,47898.72,577.09
Acer,Notebook,15.6,4.0,2.1,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.0,Intel,Linux/Other,20779.2,250.35
Asus,Notebook,15.6,4.0,2.2,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,0,0,AMD,Other,2.5,AMD,Windows,30636.0,369.11
Asus,Gaming,17.3,32.0,4.7,512.0,1000.0,1512.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.9,Nvidia,Windows,207259.2,2497.1
Acer,Gaming,15.6,8.0,2.5,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i5,2.5,Nvidia,Windows,45074.88,543.07
Lenovo,Notebook,15.6,8.0,2.2,128.0,0.0,128.0,1,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.0,Intel,Windows,31381.92,378.1
Asus,Notebook,17.3,8.0,2.1,128.0,1000.0,1128.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,1.8,Nvidia,Windows,61005.6,735.01
Asus,Notebook,17.3,8.0,2.69,128.0,1000.0,1128.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.7,Nvidia,No OS,47365.92,570.67
Dell,Gaming,15.6,8.0,2.56,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Nvidia,Windows,46833.119999999995,564.25
Lenovo,2 in 1 Convertible,13.9,8.0,1.38,256.0,0.0,256.0,1,1920,1080,158.48253022174808,1,1,0,Intel,Core i7,2.7,Intel,Windows,57489.119999999995,692.64
Dell,Notebook,15.6,8.0,2.2,128.0,2000.0,2128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,1.8,AMD,Windows,52480.8,632.3
HP,Notebook,15.6,8.0,2.04,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,1,0,0,Intel,Core i5,2.5,Intel,Windows,29783.52,358.84
Asus,Gaming,17.3,16.0,3.6,256.0,0.0,256.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.9,Nvidia,Windows,159786.72,1925.14
HP,Notebook,13.3,4.0,1.49,0.0,500.0,500.0,0,1920,1080,165.6321180513006,0,1,0,Intel,Core i5,1.6,Intel,Windows,35964.0,433.3
Apple,Ultrabook,13.3,8.0,1.37,512.0,0.0,512.0,1,2560,1600,226.98300468106115,0,1,1,Intel,Core i5,3.1,Intel,macOS,108691.2,1309.53
Dell,2 in 1 Convertible,15.6,8.0,2.08,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,1,1,0,Intel,Core i7,1.8,Intel,Windows,43636.32,525.74
Asus,Gaming,17.3,16.0,4.3,256.0,1000.0,1256.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,95850.72,1154.83
Asus,Notebook,15.6,4.0,1.68,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,AMD,Other,3.0,AMD,Windows,24988.32,301.06
Lenovo,2 in 1 Convertible,13.9,8.0,1.37,512.0,0.0,512.0,1,1920,1080,158.48253022174808,1,1,0,Intel,Core i7,1.8,Intel,Windows,98514.72,1186.92
Acer,Notebook,17.3,4.0,3.0,256.0,0.0,256.0,1,1920,1080,127.33567457123111,0,1,0,Intel,Core i3,2.7,Nvidia,Windows,37402.56,450.63
Dell,Ultrabook,13.3,8.0,1.41,256.0,0.0,256.0,1,1920,1080,165.6321180513006,0,0,0,Intel,Core i5,1.6,Intel,Windows,50562.72,609.19
HP,Notebook,15.6,8.0,1.91,128.0,0.0,128.0,1,1366,768,100.45466986113651,0,0,0,AMD,Other,2.5,AMD,Windows,23757.552,286.24
HP,Notebook,17.3,16.0,2.9,0.0,1000.0,1000.0,0,1920,1080,127.33567457123111,0,1,0,Intel,Core i7,1.8,Nvidia,Windows,56423.52,679.8
MSI,Gaming,17.3,16.0,4.14,512.0,1000.0,1512.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,133146.72,1604.18
Lenovo,2 in 1 Convertible,15.6,8.0,2.0,512.0,0.0,512.0,1,1920,1080,141.21199808219862,1,1,0,Intel,Core i7,2.8,Nvidia,Windows,90522.72,1090.64
Dell,Notebook,17.3,8.0,2.8,128.0,1000.0,1128.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,1.8,AMD,Windows,60845.759999999995,733.08
Lenovo,Notebook,15.6,4.0,2.2,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i3,2.0,Intel,No OS,23656.32,285.02
HP,Notebook,15.6,4.0,2.1,0.0,500.0,500.0,0,1920,1080,141.21199808219862,0,1,0,Intel,Core i5,1.6,Intel,Windows,38468.16,463.47
Dell,Notebook,15.6,4.0,2.18,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Intel,Windows,35004.96,421.75
Dell,Notebook,15.6,8.0,2.24,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,AMD,Windows,30103.199999999997,362.69
Dell,2 in 1 Convertible,15.6,8.0,2.67,256.0,0.0,256.0,1,1920,1080,141.21199808219862,1,0,0,Intel,Core i5,1.6,Intel,Windows,42570.72,512.9
Asus,2 in 1 Convertible,13.3,8.0,1.1,1024.0,0.0,1024.0,1,1920,1080,165.6321180513006,1,0,0,Intel,Core i7,1.8,Intel,Windows,79866.72,962.25
Lenovo,Notebook,15.6,4.0,2.2,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Intel,No OS,24881.76,299.78
HP,Notebook,17.3,8.0,2.5,0.0,1000.0,1000.0,0,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,1.8,Nvidia,Windows,54239.04,653.48
Lenovo,Notebook,15.6,8.0,2.05,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,1.8,Intel,Windows,46886.4,564.9
Apple,Ultrabook,13.3,8.0,1.37,512.0,0.0,512.0,1,2560,1600,226.98300468106115,0,1,1,Intel,Core i5,2.9,Intel,macOS,104370.192,1257.47
Asus,Gaming,17.3,16.0,3.2,256.0,1000.0,1256.0,1,1920,1080,127.33567457123111,0,0,0,AMD,Ryzen,3.0,AMD,Windows,82530.72,994.35
Dell,Notebook,15.6,8.0,2.14,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,1.8,AMD,Linux/Other,39164.5296,471.86
Lenovo,2 in 1 Convertible,14.0,16.0,1.36,512.0,0.0,512.0,1,2560,1440,209.8006828649808,1,0,0,Intel,Core i7,2.6,Intel,Windows,133146.72,1604.18
Toshiba,Notebook,15.6,8.0,2.2,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i7,2.5,Nvidia,Windows,43263.36,521.25
Dell,Notebook,15.6,12.0,2.3,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i7,2.7,Intel,Windows,37992.3696,457.74
Dell,Notebook,17.3,8.0,2.8,128.0,1000.0,1128.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,1.8,AMD,Linux/Other,58554.72,705.48
Acer,Notebook,15.6,8.0,2.2,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,1.8,Nvidia,Windows,39693.6,478.24
Lenovo,Notebook,17.3,4.0,2.8,0.0,1000.0,1000.0,0,1600,900,106.11306214269258,0,0,0,Intel,Core i3,2.0,Intel,Windows,26053.92,313.9
Lenovo,Notebook,17.3,8.0,2.8,0.0,2000.0,2000.0,0,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,1.8,Nvidia,No OS,45234.72,545.0
Lenovo,Notebook,17.3,6.0,2.8,128.0,1000.0,1128.0,1,1600,900,106.11306214269258,0,0,0,Intel,Core i7,2.7,Nvidia,Windows,45767.52,551.42
Dell,Notebook,15.6,4.0,2.25,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i3,2.0,AMD,Linux/Other,22803.84,274.75
Lenovo,Gaming,15.6,8.0,2.5,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i5,2.5,Nvidia,Windows,44169.119999999995,532.16
Lenovo,Notebook,15.6,6.0,2.2,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Intel,Windows,30849.12,371.68
Acer,Notebook,15.6,8.0,3.0,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,1.8,Nvidia,Windows,50669.28,610.47
Acer,Notebook,15.6,12.0,2.15,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,1,1,0,Intel,Core i7,2.7,Intel,Windows,35111.52,423.03
Lenovo,Notebook,15.6,8.0,1.95,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.7,Intel,Windows,58448.16,704.19
Asus,Ultrabook,15.6,8.0,1.7,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Nvidia,Windows,52054.56,627.16
Lenovo,Gaming,15.6,16.0,2.5,256.0,1000.0,1256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,62817.119999999995,756.83
Lenovo,Notebook,15.6,8.0,2.2,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.7,Nvidia,No OS,35112.0528,423.04
Acer,Notebook,15.6,2.0,2.19,16.0,0.0,16.0,1,1366,768,100.45466986113651,0,0,0,Intel,Celeron,1.5,Intel,Linux/Other,10602.72,127.74
Asus,Gaming,17.3,8.0,3.0,0.0,1000.0,1000.0,0,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,63243.36,761.97
HP,Notebook,17.3,8.0,2.54,0.0,1000.0,1000.0,0,1600,900,106.11306214269258,0,0,0,Intel,Core i3,2.0,Intel,Windows,26053.92,313.9
Dell,Notebook,15.6,8.0,2.0,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,97449.12,1174.09
Lenovo,Notebook,15.6,8.0,2.05,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,1.6,Intel,Windows,39373.92,474.38
Lenovo,Gaming,15.6,8.0,3.2,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,69210.72,833.86
Acer,Notebook,15.6,8.0,2.5,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Linux/Other,52161.119999999995,628.45
Dell,Workstation,17.3,16.0,3.42,256.0,0.0,256.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.9,Nvidia,Windows,153705.3408,1851.87
Lenovo,Notebook,15.6,6.0,2.4,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,AMD,Other,2.4,AMD,Windows,26586.72,320.32
Asus,Ultrabook,15.6,16.0,1.63,512.0,0.0,512.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.7,Nvidia,Windows,78215.04,942.35
Asus,Notebook,14.0,4.0,1.3,128.0,0.0,128.0,1,1366,768,111.93520355955211,0,0,0,Intel,Core i3,2.4,Intel,Windows,27119.52,326.74
Asus,Gaming,17.3,16.0,2.9,256.0,1000.0,1256.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,113060.16,1362.17
Lenovo,Notebook,17.3,6.0,2.8,0.0,1000.0,1000.0,0,1600,900,106.11306214269258,0,0,0,Intel,Core i5,2.5,Nvidia,Windows,34578.72,416.61
Lenovo,Notebook,15.6,8.0,2.2,0.0,2000.0,2000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i5,2.5,Nvidia,No OS,29250.72,352.42
Asus,Gaming,15.6,8.0,2.5,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,67399.2,812.04
Lenovo,Notebook,15.6,4.0,2.2,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Pentium,1.1,Intel,No OS,19180.2672,231.09
HP,2 in 1 Convertible,13.3,16.0,1.28,256.0,0.0,256.0,1,1920,1080,165.6321180513006,1,0,0,Intel,Core i7,2.8,Intel,Windows,105228.0,1267.81
Toshiba,Notebook,15.6,8.0,2.2,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.5,Nvidia,Windows,55571.04,669.53
Lenovo,Notebook,15.6,8.0,2.3,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Nvidia,Windows,43636.32,525.74
HP,Notebook,15.6,4.0,1.86,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i3,2.0,Intel,Windows,24988.32,301.06
Lenovo,Notebook,13.3,8.0,1.1,256.0,0.0,256.0,1,1920,1080,165.6321180513006,0,1,0,Intel,Core i5,2.5,Intel,Windows,53226.72,641.29
Dell,Ultrabook,13.3,16.0,1.21,1000.0,0.0,1000.0,1,3840,2160,331.2642361026012,1,1,0,Intel,Core i7,1.8,Intel,Windows,133146.72,1604.18
MSI,Gaming,15.6,16.0,2.8,256.0,1000.0,1256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,111834.72,1347.41
